Date,Close
1/2/2019,250.179993
1/3/2019,244.210007
1/4/2019,252.389999
1/7/2019,254.380005
1/8/2019,256.769989
1/9/2019,257.970001
1/10/2019,258.880005
1/11/2019,258.980011
1/14/2019,257.399994
1/15/2019,260.350006
1/16/2019,260.980011
1/17/2019,262.959991
1/18/2019,266.459991
1/22/2019,262.859985
1/23/2019,263.410004
1/24/2019,263.549988
1/25/2019,265.779999
1/28/2019,263.76001
1/29/2019,263.410004
1/30/2019,267.579987
1/31/2019,269.929993
2/1/2019,270.059998
2/4/2019,271.959991
2/5/2019,273.100006
2/6/2019,272.73999
2/7/2019,270.140015
2/8/2019,270.470001
2/11/2019,270.619995
2/12/2019,274.100006
2/13/2019,274.98999
2/14/2019,274.380005
2/15/2019,277.369995
2/19/2019,277.850006
2/20/2019,278.410004
2/21/2019,277.420013
2/22/2019,279.140015
2/25/2019,279.519989
2/26/2019,279.320007
2/27/2019,279.200012
2/28/2019,278.679993
3/1/2019,280.420013
3/4/2019,279.399994
3/5/2019,279.019989
3/6/2019,277.329987
3/7/2019,275.01001
3/8/2019,274.459991
3/11/2019,278.440002
3/12/2019,279.48999
3/13/2019,281.339996
3/14/2019,281.160004
3/15/2019,281.309998
3/18/2019,282.329987
3/19/2019,282.399994
3/20/2019,281.549988
3/21/2019,284.730011
3/22/2019,279.25
3/25/2019,279.040009
3/26/2019,281.119995
3/27/2019,279.649994
3/28/2019,280.709991
3/29/2019,282.480011
4/1/2019,285.829987
4/2/2019,285.970001
4/3/2019,286.420013
4/4/2019,287.179993
4/5/2019,288.570007
4/8/2019,288.790009
4/9/2019,287.309998
4/10/2019,288.290009
4/11/2019,288.209991
4/12/2019,290.160004
4/15/2019,289.970001
4/16/2019,290.160004
4/17/2019,289.450012
4/18/2019,290.019989
4/22/2019,290.269989
4/23/2019,292.880005
4/24/2019,292.230011
4/25/2019,292.049988
4/26/2019,293.410004
4/29/2019,293.869995
4/30/2019,294.019989
5/1/2019,291.809998
5/2/2019,291.179993
5/3/2019,294.029999
5/6/2019,292.820007
5/7/2019,287.929993
5/8/2019,287.529999
5/9/2019,286.660004
5/10/2019,288.100006
