Date,Close
1/2/2019,73.32
1/3/2019,73.790001
1/4/2019,74.580002
1/7/2019,75.330002
1/8/2019,76.699997
1/9/2019,76.599998
1/10/2019,77.660004
1/11/2019,77.93
1/14/2019,77.68
1/15/2019,78.449997
1/16/2019,78.940002
1/17/2019,79.360001
1/18/2019,79.660004
1/22/2019,79.43
1/23/2019,79.43
1/24/2019,79.709999
1/25/2019,80.639999
1/28/2019,81.370003
1/29/2019,82.019997
1/30/2019,82.669998
1/31/2019,83.540001
2/1/2019,82.970001
2/4/2019,83.529999
2/5/2019,84.040001
2/6/2019,83.459999
2/7/2019,84.099998
2/8/2019,84.120003
2/11/2019,84.360001
2/12/2019,83.870003
2/13/2019,84.260002
2/14/2019,84.529999
2/15/2019,85.050003
2/19/2019,85.07
2/20/2019,84.470001
2/21/2019,84.540001
2/22/2019,84.989998
2/25/2019,84.370003
2/26/2019,84.139999
2/27/2019,83.900002
2/28/2019,84.150002
3/1/2019,83.970001
3/4/2019,84.32
3/5/2019,84.580002
3/6/2019,84.169998
3/7/2019,84.019997
3/8/2019,84.099998
3/11/2019,85.339996
3/12/2019,85.690002
3/13/2019,86.080002
3/14/2019,86.209999
3/15/2019,86.010002
3/18/2019,85.529999
3/19/2019,85.279999
3/20/2019,84.959999
3/21/2019,86.400002
3/22/2019,85.879997
3/25/2019,85.900002
3/26/2019,86.540001
3/27/2019,86.360001
3/28/2019,87.110001
3/29/2019,87.040001
4/1/2019,87.010002
4/2/2019,87.57
4/3/2019,87.480003
4/4/2019,87.349998
4/5/2019,87.949997
4/8/2019,87.43
4/9/2019,87.010002
4/10/2019,87.800003
4/11/2019,87.709999
4/12/2019,88.169998
4/15/2019,87.720001
4/16/2019,85.839996
4/17/2019,85.059998
4/18/2019,85.639999
4/22/2019,84.800003
4/23/2019,85.809998
4/24/2019,86.370003
4/25/2019,86.199997
4/26/2019,86.849998
4/29/2019,86.019997
4/30/2019,87
5/1/2019,86.940002
5/2/2019,86.970001
5/3/2019,87.660004
5/6/2019,87.370003
5/7/2019,85.779999
5/8/2019,85.769997
5/9/2019,85.970001
5/10/2019,86.879997
5/13/2019,86.779999
5/14/2019,87.139999
5/15/2019,87.709999
5/16/2019,88.230003
5/17/2019,87.980003
5/20/2019,86.68
5/21/2019,87.410004
5/22/2019,87.720001
5/23/2019,87.839996
5/24/2019,88.129997
5/28/2019,87.199997
5/29/2019,86.160004
5/30/2019,86.510002
5/31/2019,86.870003
6/3/2019,87.209999
6/4/2019,86.93
6/5/2019,88.75
6/6/2019,88.879997
6/7/2019,89.150002
6/10/2019,88.879997
6/11/2019,89.029999
6/12/2019,89.32
6/13/2019,89.650002
6/14/2019,89.800003
6/17/2019,90.07
6/18/2019,89.910004
6/19/2019,90.470001
6/20/2019,90.870003
6/21/2019,89.720001
6/24/2019,89.160004
6/25/2019,88.019997
6/26/2019,86.360001
6/27/2019,87.360001
6/28/2019,87.309998
7/1/2019,87.610001
7/2/2019,88.980003
7/3/2019,90.160004
7/5/2019,89.75
7/8/2019,90.040001
7/9/2019,90.480003
7/10/2019,90.959999
7/11/2019,89.940002
7/12/2019,89.779999
7/15/2019,89.779999
7/16/2019,89.57
7/17/2019,89.209999
7/18/2019,89.230003
7/19/2019,87.919998
7/22/2019,87.760002
7/23/2019,88.650002
7/24/2019,88.900002
7/25/2019,88.489998
7/26/2019,88.790001
7/29/2019,89.050003
7/30/2019,89.690002
7/31/2019,89.389999
8/1/2019,89.300003
8/2/2019,89.699997
8/5/2019,88.089996
8/6/2019,89.019997
8/7/2019,89.949997
8/8/2019,91.459999
8/9/2019,91.449997
8/12/2019,91.099998
8/13/2019,91.199997
8/14/2019,89.720001
8/15/2019,90.709999
8/16/2019,91.5
8/19/2019,92.190002
8/20/2019,91.5
8/21/2019,91.839996
8/22/2019,92.349998
8/23/2019,91.080002
8/26/2019,91.75
8/27/2019,91.400002
8/28/2019,91.610001
8/29/2019,92.339996
8/30/2019,92.459999
9/3/2019,93.360001
9/4/2019,94.089996
9/5/2019,93.5
9/6/2019,93.68
9/9/2019,93.07
9/10/2019,92.080002
9/11/2019,92.169998
9/12/2019,92.620003
9/13/2019,91.540001
9/16/2019,92.480003
9/17/2019,93.489998
9/18/2019,93.160004
9/19/2019,93.610001
9/20/2019,93.57
9/23/2019,93.709999
9/24/2019,92.93
9/25/2019,93
9/26/2019,93.760002
9/27/2019,93.190002
9/30/2019,93.540001
10/1/2019,92.550003
10/2/2019,92.190002
10/3/2019,93.089996
10/4/2019,93.589996
10/7/2019,93.330002
10/8/2019,92.849998
10/9/2019,93.150002
10/10/2019,93.330002
10/11/2019,93.260002
10/14/2019,93.279999
10/15/2019,93.330002
10/16/2019,93.400002
10/17/2019,93.919998
10/18/2019,94.669998
10/21/2019,95.360001
10/22/2019,95.050003
10/23/2019,95.18
10/24/2019,95.059998
10/25/2019,94.089996
10/28/2019,93.580002
10/29/2019,93.900002
10/30/2019,94.419998
10/31/2019,94.260002
11/1/2019,94.190002
11/4/2019,93.459999
11/5/2019,91.940002
11/6/2019,92.209999
11/7/2019,91.330002
11/8/2019,91.160004
11/11/2019,91.370003
11/12/2019,90.730003
11/13/2019,91.470001
11/14/2019,92.199997
11/15/2019,92.690002
11/18/2019,93.169998
11/19/2019,93.290001
11/20/2019,93.269997
11/21/2019,91.989998
11/22/2019,91.690002
11/25/2019,92.050003
11/26/2019,93.160004
11/27/2019,93.459999
11/29/2019,93.199997
12/2/2019,91.82
12/3/2019,92.379997
12/4/2019,92.739998
12/5/2019,92.82
12/6/2019,92.980003
12/9/2019,93.169998
12/10/2019,92.610001
12/11/2019,91.709999
12/12/2019,90.510002
12/13/2019,90.599998
12/16/2019,90.290001
12/17/2019,89.519997
12/18/2019,90.68
12/19/2019,91.43
12/20/2019,92
12/23/2019,91.480003
12/24/2019,91.730003
12/26/2019,92.220001
12/27/2019,92.470001
12/30/2019,92.540001
12/31/2019,93.080002
1/2/2020,92.050003
1/3/2020,92.709999
1/6/2020,92.790001
1/7/2020,91.849998
1/8/2020,92.07
1/9/2020,92.120003
1/10/2020,92.919998
1/13/2020,93.910004
1/14/2020,93.550003
1/15/2020,94.379997
1/16/2020,95.080002
1/17/2020,95.190002
1/21/2020,96.160004
1/22/2020,95.610001
1/23/2020,96.18
1/24/2020,95.959999
1/27/2020,95.5
1/28/2020,95.910004
1/29/2020,95.610001
1/30/2020,95.730003
1/31/2020,94.57
2/3/2020,94.860001
2/4/2020,95.830002
2/5/2020,95.849998
2/6/2020,96.209999
2/7/2020,96.169998
2/10/2020,97.139999
2/11/2020,97.93
2/12/2020,98.709999
2/13/2020,99.379997
2/14/2020,100.279999
2/18/2020,100.209999
2/19/2020,98.949997
2/20/2020,100.019997
2/21/2020,100.209999
2/24/2020,98.870003
2/25/2020,96.220001
2/26/2020,95.209999
2/27/2020,90.220001
2/28/2020,87.400002
3/2/2020,91.610001
3/3/2020,91.620003
3/4/2020,95.120003
3/5/2020,93.050003
3/6/2020,91.470001
3/9/2020,84.690002
3/10/2020,87.959999
3/11/2020,82.839996
3/12/2020,74.769997
3/13/2020,81.150002
3/16/2020,67.459999
3/17/2020,70.629997
3/18/2020,63.68
3/19/2020,63.709999
3/20/2020,60.919998
3/23/2020,57.84
3/24/2020,62.470001
3/25/2020,65.269997
3/26/2020,70.110001
3/27/2020,70.199997
3/30/2020,71.599998
3/31/2020,69.57
4/1/2020,64.980003
4/2/2020,65.260002
4/3/2020,64.239998
4/6/2020,69.059998
4/7/2020,69.730003
4/8/2020,74.720001
4/9/2020,78.879997
4/13/2020,75.669998
4/14/2020,77.669998
4/15/2020,74.730003
4/16/2020,73.889999
4/17/2020,76.089996
4/20/2020,73.330002
4/21/2020,71.989998
4/22/2020,73.139999
4/23/2020,72.470001
4/24/2020,72.769997
4/27/2020,75.07
4/28/2020,75.75
4/29/2020,76.910004
4/30/2020,76.050003
5/1/2020,73.470001
5/4/2020,73.25
5/5/2020,73.599998
5/6/2020,72.379997
5/7/2020,73.339996
5/8/2020,75.089996
5/11/2020,74.029999
5/12/2020,70.629997
5/13/2020,68.959999
5/14/2020,69.279999
5/15/2020,68.959999
5/18/2020,72.980003
5/19/2020,72.160004
5/20/2020,72.860001
5/21/2020,72.760002
5/22/2020,73.75
5/26/2020,76.440002
5/27/2020,77.910004
5/28/2020,78.230003
5/29/2020,77.419998
6/1/2020,79.209999
6/2/2020,79.919998
6/3/2020,82.32
6/4/2020,81.620003
6/5/2020,84.589996
6/8/2020,86.82
6/9/2020,85.419998
6/10/2020,83.239998
6/11/2020,77.980003
6/12/2020,80.769997
6/15/2020,81.160004
6/16/2020,82.760002
6/17/2020,81.639999
6/18/2020,80.769997
6/19/2020,79.75
6/22/2020,79.599998
6/23/2020,79.360001
6/24/2020,77.089996
6/25/2020,78.040001
6/26/2020,76.489998
6/29/2020,77.919998
6/30/2020,78.809998
7/1/2020,80.580002
7/2/2020,80.330002
7/6/2020,80.339996
7/7/2020,78.809998
7/8/2020,78.730003
7/9/2020,78.290001
7/10/2020,78.510002
7/13/2020,77.540001
7/14/2020,78.129997
7/15/2020,78.940002
7/16/2020,78.080002
7/17/2020,79.059998
7/20/2020,78.120003
7/21/2020,78.32
