Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,245.979996,251.210007,245.949997,250.179993,241.029480,126925200
2019-01-03,248.229996,248.570007,243.669998,244.210007,235.277832,144140700
2019-01-04,247.589996,253.110001,247.169998,252.389999,243.158661,142628800
2019-01-07,252.690002,255.949997,251.690002,254.380005,245.075882,103139100
2019-01-08,256.820007,257.309998,254.000000,256.769989,247.378433,102512600
2019-01-09,257.559998,258.910004,256.190002,257.970001,248.534561,95006600
2019-01-10,256.260010,259.160004,255.500000,258.880005,249.411270,96823900
2019-01-11,257.679993,259.010010,257.029999,258.980011,249.507629,73858100
2019-01-14,256.859985,258.299988,256.410004,257.399994,247.985428,70908200
2019-01-15,257.820007,260.700012,257.809998,260.350006,250.827530,85208300
2019-01-16,260.829987,261.970001,260.600006,260.980011,251.434464,77636700
2019-01-17,260.010010,263.920013,259.959991,262.959991,253.342056,96118400
2019-01-18,264.980011,266.980011,263.000000,266.459991,256.714050,127900300
2019-01-22,264.820007,265.059998,261.059998,262.859985,253.245697,115531200
2019-01-23,264.010010,264.790009,260.660004,263.410004,253.775589,86030300
2019-01-24,263.209991,264.200012,262.079987,263.549988,253.910446,59204100
2019-01-25,265.609985,266.700012,263.660004,265.779999,256.058929,96883400
2019-01-28,263.390015,263.829987,261.790009,263.760010,254.112808,85613700
2019-01-29,263.920013,264.549988,262.480011,263.410004,253.775589,66136300
2019-01-30,265.100006,268.519989,264.250000,267.579987,257.793091,92473700
2019-01-31,267.510010,270.470001,267.269989,269.929993,260.057129,104012100
2019-02-01,270.149994,271.200012,269.179993,270.059998,260.182373,85782500
2019-02-04,270.109985,272.029999,269.359985,271.959991,262.012848,60744800
2019-02-05,272.440002,273.440002,271.880005,273.100006,263.111206,79552800
2019-02-06,272.790009,273.339996,271.920013,272.739990,262.764343,58347800
2019-02-07,270.940002,271.549988,268.290009,270.140015,260.259491,95482000
2019-02-08,268.750000,270.579987,267.829987,270.470001,260.577393,75788900
2019-02-11,271.200012,271.489990,270.029999,270.619995,260.721893,68021400
2019-02-12,272.420013,274.519989,272.339996,274.100006,264.074615,72270200
2019-02-13,275.029999,275.929993,274.559998,274.989990,264.932007,65277200
2019-02-14,273.779999,275.640015,272.869995,274.380005,264.344391,83234400
2019-02-15,276.359985,277.410004,276.130005,277.369995,267.224976,97088700
2019-02-19,276.480011,278.579987,276.470001,277.850006,267.687439,59120800
2019-02-20,277.809998,278.920013,277.250000,278.410004,268.226959,76610800
2019-02-21,277.700012,278.100006,276.350006,277.420013,267.273193,64214700
2019-02-22,278.109985,279.359985,277.399994,279.140015,268.930267,78114600
2019-02-25,280.730011,281.309998,279.429993,279.519989,269.296356,69030700
2019-02-26,279.130005,280.299988,278.899994,279.320007,269.103668,56844100
2019-02-27,278.519989,279.589996,277.480011,279.200012,268.988068,56921600
2019-02-28,278.959991,279.450012,278.320007,278.679993,268.487030,69268300
2019-03-01,280.440002,280.880005,278.820007,280.420013,270.163452,78880500
2019-03-04,281.600006,281.869995,276.839996,279.399994,269.180786,106494600
2019-03-05,279.540009,279.760010,278.410004,279.019989,268.814636,59114600
2019-03-06,279.149994,279.160004,276.970001,277.329987,267.186462,75039800
2019-03-07,276.829987,276.989990,274.070007,275.010010,264.951294,94885100
