Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,126.709999,127.599998,125.699997,127.050003,104.119293,138725200
2011-01-04,127.330002,127.370003,126.190002,126.980003,104.061905,137409700
2011-01-05,126.580002,127.720001,126.459999,127.639999,104.602806,133975300
2011-01-06,127.690002,127.830002,127.010002,127.389999,104.397934,122519000
2011-01-07,127.559998,127.769997,126.150002,127.139999,104.193031,156034600
2011-01-10,126.580002,127.160004,126.199997,126.980003,104.061905,122401700
2011-01-11,127.440002,127.739998,126.949997,127.430000,104.430672,110287000
2011-01-12,128.210007,128.720001,127.459999,128.580002,105.373146,107929200
2011-01-13,128.630005,128.690002,128.050003,128.369995,105.201004,129048400
2011-01-14,128.190002,129.330002,128.100006,129.300003,105.963181,117677900
2011-01-18,129.179993,129.639999,129.029999,129.520004,106.143471,114401300
2011-01-19,129.410004,129.539993,127.910004,128.250000,105.102692,151958400
2011-01-20,127.959999,128.399994,127.129997,128.080002,104.963356,175745700
2011-01-21,128.880005,129.169998,128.229996,128.369995,105.201004,151462900
2011-01-24,128.289993,129.250000,128.259995,129.100006,105.799286,113715500
2011-01-25,128.759995,129.279999,128.110001,129.169998,105.856659,167552200
2011-01-26,129.490005,130.050003,129.229996,129.669998,106.266396,141281500
2011-01-27,129.699997,130.210007,129.470001,129.990005,106.528664,123302700
2011-01-28,130.139999,130.350006,127.510002,127.720001,104.668335,295637300
2011-01-31,128.070007,128.779999,127.750000,128.679993,105.455078,149249200
2011-02-01,129.460007,130.970001,129.380005,130.740005,107.143250,167194300
2011-02-02,130.399994,130.839996,130.330002,130.490005,106.938423,118323600
2011-02-03,130.259995,130.979996,129.570007,130.779999,107.176071,145886700
2011-02-04,130.830002,131.199997,130.229996,131.149994,107.479279,134634800
2011-02-07,131.440002,132.399994,131.429993,131.970001,108.151276,112439100
2011-02-08,132.089996,132.639999,131.729996,132.570007,108.643021,99072800
2011-02-09,132.210007,132.630005,131.610001,132.270004,108.397141,146436700
2011-02-10,131.600006,132.470001,131.300003,132.320007,108.438133,162708500
2011-02-11,131.800003,133.279999,131.770004,133.110001,109.085548,137710300
2011-02-14,133.029999,133.539993,132.880005,133.429993,109.347778,101690700
2011-02-15,133.020004,133.220001,132.320007,133.009995,109.003571,119575400
2011-02-16,133.460007,134.009995,133.190002,133.850006,109.691963,130183500
2011-02-17,133.460007,134.429993,133.339996,134.250000,110.019791,109810500
2011-02-18,134.369995,134.690002,134.059998,134.529999,110.249237,130002400
2011-02-22,133.119995,134.559998,131.470001,131.830002,108.036552,233116400
2011-02-23,131.750000,132.070007,130.210007,131.020004,107.372757,227584000
2011-02-24,130.880005,131.440002,129.699997,130.929993,107.298996,260431400
2011-02-25,131.479996,132.410004,131.399994,132.330002,108.446304,141686900
2011-02-28,132.820007,133.320007,132.380005,133.149994,109.118317,141585500
2011-03-01,133.570007,133.690002,130.889999,130.929993,107.298996,258565500
2011-03-02,130.750000,131.820007,130.350006,131.210007,107.528442,200277400
2011-03-03,132.399994,133.619995,132.389999,133.470001,109.380539,176480100
2011-03-04,133.369995,133.630005,131.600006,132.470001,108.561020,277202300
2011-03-07,132.860001,133.160004,130.740005,131.429993,107.708778,216790400
2011-03-08,131.639999,133.000000,131.070007,132.580002,108.651199,174615000
2011-03-09,132.320007,132.800003,131.600006,132.389999,108.495468,153806000
2011-03-10,131.000000,131.179993,129.809998,129.940002,106.487656,301291800
2011-03-11,129.520004,131.309998,129.490005,130.839996,107.225212,225621800
2011-03-14,129.990005,130.479996,129.059998,130.050003,106.577843,234974100
2011-03-15,126.589996,129.330002,126.500000,128.559998,105.356743,359585400
2011-03-16,128.149994,128.570007,125.279999,126.180000,103.406288,468670300
2011-03-17,128.000000,128.389999,127.099998,127.849998,104.774887,254303700
2011-03-18,128.839996,128.880005,127.510002,127.760002,105.155952,230435400
2011-03-21,129.350006,130.009995,129.199997,129.740005,106.785683,153992600
2011-03-22,129.720001,129.889999,129.169998,129.289993,106.415268,129538600
2011-03-23,128.929993,130.000000,128.320007,129.660004,106.719810,148603100
2011-03-24,130.399994,131.089996,129.669998,130.899994,107.740425,159129800
2011-03-25,131.240005,131.869995,130.889999,131.300003,108.069656,155642800
2011-03-28,131.580002,131.919998,130.940002,130.979996,107.806274,109762400
2011-03-29,130.869995,131.899994,130.440002,131.860001,108.530579,129798800
2011-03-30,132.550003,133.160004,132.360001,132.770004,109.279579,135835000
2011-03-31,132.600006,132.960007,132.449997,132.589996,109.131416,132537100
2011-04-01,133.410004,133.770004,132.830002,133.149994,109.592346,153850100
2011-04-04,133.429993,133.669998,132.880005,133.259995,109.682877,100768900
2011-04-05,133.000000,133.830002,132.940002,133.240005,109.666428,120791500
2011-04-06,133.880005,134.000000,133.119995,133.660004,110.012108,120411600
